"catalog_number","pollinator_family","pollinator_genus","pollinator_species","pollinator_sex","plant_sp_code","plant_species","collection_method","pantrap_colour","collector_number","day_collected","month_collected","year_collected","time_of_day_collected","location_description","location_name","habitat","latitude","longitude","basis_of_record","location_specimen","study_director","study"
"SFU807128","Apidae","Ceratina","acantha","F","HYRA","Hypochaeris radicata","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807129","Andrenidae","Andrena","nigrocaerulea","F","HYRA","Hypochaeris radicata","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807130","Syrphidae","Scaeva","pyrastri","F","HYRA","Hypochaeris radicata","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807131","Andrenidae","Andrena","nigrocaerulea","F","HYRA","Hypochaeris radicata","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807132","Halictidae","Halictus","tripartitus","F","HYRA","Hypochaeris radicata","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807133","Halictidae","Lasioglossum","sp. 6","F","HYRA","Hypochaeris radicata","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807134","Hesperiidae","Erynnis","propertius",NA,"HYRA","Hypochaeris radicata","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807135","Apidae","Bombus","melanopygus","M","HYRA","Hypochaeris radicata","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807136","Diptera","Diptera",NA,NA,"ACMI","Achillea millefolium","net",NA,23,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807137","Diptera","Diptera",NA,NA,"ACMI","Achillea millefolium","net",NA,23,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807138","Apidae","Bombus","californicus","F","DEME","Delphinium menziesii","net",NA,31,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807139","Megachilidae","Osmia","coloradensis","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807140","Megachilidae","Osmia","coloradensis","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807141","Megachilidae","Osmia","albolateralis","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807142","Halictidae","Halictus","rubicundus","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807143","Apidae","Bombus","melanopygus","M","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807144","Megachilidae","Osmia","coloradensis","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807145","Apidae","Bombus","vosnesenskii","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807146","Apidae","Bombus","melanopygus","M","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807147","Apidae","Bombus","melanopygus","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807148","Apidae","Bombus","melanopygus","M","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807149","Apidae","Bombus","vosnesenskii","M","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807150","Halictidae","Lasioglossum","knereri","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807151","Apidae","Ceratina","acantha","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807152","Halictidae","Lasioglossum","incompletum","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807153","Halictidae","Lasioglossum","knereri","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807154","Andrenidae","Andrena","nigrocaerulea","F","HYRA","Hypochaeris radicata","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807155","Diptera","Diptera",NA,NA,"ACMI","Achillea millefolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807156","Diptera","Diptera",NA,NA,"ACMI","Achillea millefolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807157","Diptera","Diptera",NA,NA,"ACMI","Achillea millefolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807158","Diptera","Diptera",NA,NA,"ACMI","Achillea millefolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807159","Diptera","Diptera",NA,NA,"ACMI","Achillea millefolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807160","Adelidae","Adela","septentrionella",NA,"ACMI","Achillea millefolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807161","Halictidae","Lasioglossum","sp. 6","F","SESP","Sedum spathulifolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807162","Megachilidae","Osmia","kincaidii","F","SESP","Sedum spathulifolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807163","Megachilidae","Osmia","cyanella","F","SESP","Sedum spathulifolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807164","Megachilidae","Osmia","kincaidii","F","SESP","Sedum spathulifolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807165","Megachilidae","Osmia","dolerosa","F","SESP","Sedum spathulifolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807166","Adelidae","Adela","septentrionella",NA,"SESP","Sedum spathulifolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807167","Apidae","Bombus","melanopygus","M","SESP","Sedum spathulifolium","net",NA,31,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807168","Andrenidae","Andrena","vicinoides","F","DEME","Delphinium menziesii","net",NA,14,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807169","Apidae","Bombus","flavifrons","F","DEME","Delphinium menziesii","net",NA,14,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807170","Apidae","Bombus","californicus","F","DEME","Delphinium menziesii","net",NA,14,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807171","Apidae","Bombus","californicus","F","DEME","Delphinium menziesii","net",NA,14,4,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807172","Apidae","Ceratina","acantha","F","BRHY","Brodiaea hyacinthina","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807173","Halictidae","Lasioglossum","incompletum","F","BRHY","Brodiaea hyacinthina","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807174","Halictidae","Halictus","tripartitus","F","BRHY","Brodiaea hyacinthina","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807175","Apidae","Ceratina","acantha","F","BRHY","Brodiaea hyacinthina","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807176","Apidae","Ceratina","acantha","F","BRHY","Brodiaea hyacinthina","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807177","Adelidae","Adela","septentrionella",NA,"BRHY","Brodiaea hyacinthina","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807178","Apidae","Bombus","melanopygus","M","BRHY","Brodiaea hyacinthina","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807179","Diptera","Diptera",NA,NA,"BRHY","Brodiaea hyacinthina","net",NA,23,5,"Jun",2017,NA,"Mill Hill Regional Park, Victoria CRD","MH","Garry Oak",48.457209,-123.478287,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807180","Halictidae","Lasioglossum","olympiae","F","LEVU","Leucanthemum vulgare","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807181","Apidae","Nomada","(Nomada) sp. 4",NA,"LEVU","Leucanthemum vulgare","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807182","Halictidae","Lasioglossum","titusi","F","LEVU","Leucanthemum vulgare","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807183","Halictidae","Lasioglossum","pacificum","F","LEVU","Leucanthemum vulgare","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807184","Halictidae","Lasioglossum","olympiae","F","LEVU","Leucanthemum vulgare","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807185","Halictidae","Lasioglossum","olympiae","F","LEVU","Leucanthemum vulgare","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807186","Halictidae","Lasioglossum","olympiae","F","LEVU","Leucanthemum vulgare","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807187","Apidae","Apis","mellifera","F","LEVU","Leucanthemum vulgare","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807188","Apidae","Nomada","(Nomada) sp. 2",NA,"PLCO","Plectritis congesta","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807189","Halictidae","Halictus","rubicundus","F","PLCO","Plectritis congesta","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807190","Apidae","Ceratina","acantha","F","PLCO","Plectritis congesta","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807191","Halictidae","Lasioglossum","olympiae","F","PLCO","Plectritis congesta","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807192","Andrenidae","Andrena","subtilis","F","PLCO","Plectritis congesta","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807193","Adelidae","Adela","septentrionella",NA,"ACMI","Achillea millefolium","net",NA,9,4,"Jun",2017,NA,"Oakhaven Park, Central Saanich","OH","Garry Oak",48.56444,-123.447365,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807194","Halictidae","Lasioglossum","olympiae","F","ACMI","Achillea millefolium","net",NA,9,4,"Jun",2017,NA,"Oakhaven Park, Central Saanich","OH","Garry Oak",48.56444,-123.447365,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807195","Halictidae","Lasioglossum","incompletum","F","ACMI","Achillea millefolium","net",NA,9,4,"Jun",2017,NA,"Oakhaven Park, Central Saanich","OH","Garry Oak",48.56444,-123.447365,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807196","Bombylidae","Conophorus","sackenii","F","ACMI","Achillea millefolium","net",NA,9,4,"Jun",2017,NA,"Oakhaven Park, Central Saanich","OH","Garry Oak",48.56444,-123.447365,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807197","Halictidae","Lasioglossum","olympiae","F","ACMI","Achillea millefolium","net",NA,9,4,"Jun",2017,NA,"Oakhaven Park, Central Saanich","OH","Garry Oak",48.56444,-123.447365,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807198","Halictidae","Lasioglossum","olympiae","F","ACMI","Achillea millefolium","net",NA,9,4,"Jun",2017,NA,"Oakhaven Park, Central Saanich","OH","Garry Oak",48.56444,-123.447365,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807199","Megachilidae","Osmia","dolerosa","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807200","Syrphidae","Eristalis","arbustorum","M","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807201","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807202","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807203","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807204","Vespidae","Parancistrocerus",NA,NA,"ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807205","Halictidae","Lasioglossum","pacificum","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807206","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807207","Bombylidae","Conophorus","columbiensis","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807208","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807209","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807210","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807211","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807212","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807213","Halictidae","Lasioglossum","titusi","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807214","Apidae","Bombus","vosnesenskii","F","ERLA","Eriophyllum lanatum","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807215","Vespidae","Vespula","consobrina","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807216","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807217","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807218","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807219","Apidae","Bombus","melanopygus","M","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807220","Syrphidae","Volucella","bombylans","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807221","Apidae","Bombus","sitkensis","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807222","Andrenidae","Andrena","salicifloris","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807223","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807224","Andrenidae","Andrena","auricoma","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807225","Andrenidae","Andrena","salicifloris","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807226","Andrenidae","Andrena","hemileuca","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807227","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807228","Andrenidae","Andrena","nivalis","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807229","Apidae","Apis","mellifera","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807230","Apidae","Apis","mellifera","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807231","Apidae","Apis","mellifera","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807232","Apidae","Apis","mellifera","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807233","Apidae","Apis","mellifera","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807234","Andrenidae","Andrena","nivalis","F","SYAL","Symphoricarpus albus","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
